province,district,total_population,total_households,displaced_individuals,displaced_households,monthly_income_pkr,family_size,house_condition,distance_from_relief_center_km,previous_flood_damage,access_to_clean_water,livestock_lost,crops_damaged,children_under_age_5,disabled_family_members,displacement_ratio,flood_risk_level,aid_needed
Balochistan,Jaffarabad,293.0,40.0,0.0,0.0,8014,11,1,94,1,1,1,1,1,0,0.0,1,0
Balochistan,Jaffarabad,150.0,20.0,0.0,0.0,12557,4,4,66,1,0,0,1,0,0,0.0,1,0
Balochistan,Usta Muhammad,160.0,20.0,0.0,0.0,7622,7,1,5,1,0,0,0,0,0,0.0,1,0
Balochistan,Jaffarabad,112.0,16.0,0.0,0.0,9655,5,2,2,1,0,0,1,1,0,0.0,1,0
Balochistan,Jaffarabad,50.0,8.0,0.0,0.0,11514,3,3,62,1,1,1,1,1,0,0.0,1,0
Balochistan,Jaffarabad,86.0,12.0,0.0,0.0,12597,4,2,99,1,0,1,0,0,0,0.0,1,0
Balochistan,Jaffarabad,80.0,10.0,0.0,0.0,6399,8,4,5,1,0,1,1,1,1,0.0,1,0
KPK,Chitral - Upper,935.0,185.0,0.0,0.0,20034,3,4,31,1,1,1,0,0,0,0.0,1,0
KPK,Nowshera,1200.0,150.0,0.0,0.0,22195,4,2,81,1,1,0,0,1,1,0.0,1,0
Balochistan,Kachhi,680.0,100.0,105.0,15.0,8040,7,3,63,1,0,1,0,1,1,0.15441176470588236,2,0
Balochistan,Kachhi,280.0,35.0,40.0,5.0,15296,3,3,91,1,1,0,0,0,0,0.14285714285714285,2,0
Balochistan,Pishin,1500.0,193.0,0.0,0.0,11214,6,1,95,1,0,1,1,0,1,0.0,1,0
Balochistan,Pishin,2050.0,197.0,0.0,0.0,6217,7,4,74,1,0,1,1,0,0,0.0,1,0
Balochistan,Killa Saifullah,230.0,45.0,162.0,19.0,12753,7,1,76,1,0,1,1,0,0,0.7043478260869566,7,1
Balochistan,Killa Saifullah,2800.0,400.0,1210.0,120.0,16366,7,2,18,0,1,1,1,1,0,0.43214285714285716,4,0
KPK,Chitral - Upper,1540.0,200.0,0.0,0.0,16380,11,1,77,1,1,1,1,1,0,0.0,1,0
KPK,Nowshera,800.0,60.0,0.0,0.0,15020,11,3,57,1,0,1,0,0,0,0.0,1,0
Balochistan,Kachhi,1762.0,260.0,0.0,0.0,8547,7,4,72,0,1,1,1,1,0,0.0,1,0
KPK,D.I.Khan,2400.0,300.0,0.0,0.0,16203,8,3,99,0,0,1,1,0,1,0.0,1,0
KPK,D.I.Khan,800.0,100.0,0.0,0.0,20564,10,1,62,0,1,1,0,1,0,0.0,1,0
Balochistan,Killa Saifullah,220.0,20.0,0.0,0.0,11331,9,2,4,0,0,1,0,0,0,0.0,1,0
Balochistan,Killa Saifullah,300.0,30.0,0.0,0.0,12323,8,1,62,0,1,1,1,1,0,0.0,1,0
Balochistan,Killa Saifullah,4046.0,578.0,16.0,2.0,7219,6,3,46,1,0,1,1,0,0,0.003954522985664854,1,0
Balochistan,Loralai,345.0,35.0,0.0,0.0,9821,5,4,71,1,0,1,0,1,0,0.0,1,0
Balochistan,Jaffarabad,340.0,52.0,0.0,0.0,3000,6,1,21,0,0,1,1,0,1,0.0,1,0
Balochistan,Jaffarabad,565.0,70.0,0.0,0.0,6926,5,4,60,0,0,1,1,0,0,0.0,1,0
Balochistan,Jaffarabad,310.0,35.0,0.0,0.0,9242,10,4,45,1,0,1,0,1,0,0.0,1,0
Balochistan,Jaffarabad,390.0,48.0,0.0,0.0,6256,8,1,79,1,0,1,0,0,0,0.0,1,0
Balochistan,Jaffarabad,450.0,50.0,0.0,0.0,14897,8,3,98,0,0,0,0,1,1,0.0,1,0
Balochistan,Jaffarabad,250.0,30.0,0.0,0.0,5709,3,2,22,1,0,1,0,1,0,0.0,1,0
Balochistan,Nasirabad,2555.0,365.0,0.0,0.0,8679,7,3,65,0,0,0,1,1,0,0.0,1,0
Balochistan,Killa Saifullah,4300.0,550.0,18.0,2.0,10392,10,1,6,0,0,1,1,0,0,0.004186046511627907,1,0
Balochistan,Kachhi,2373.0,350.0,0.0,0.0,14323,4,4,65,1,0,0,1,1,1,0.0,1,0
Balochistan,Sohbat pur,252.0,25.0,0.0,0.0,5692,5,3,83,0,0,0,0,1,0,0.0,1,0
Balochistan,Jaffarabad,205.0,24.0,0.0,0.0,13489,11,2,27,0,1,1,0,1,0,0.0,1,0
Balochistan,Jaffarabad,1540.0,220.0,0.0,0.0,10030,6,4,10,1,1,0,0,1,0,0.0,1,0
Balochistan,Jaffarabad,80.0,10.0,0.0,0.0,7055,7,2,55,1,1,1,0,1,0,0.0,1,0
Balochistan,Jaffarabad,270.0,39.0,0.0,0.0,11386,9,4,78,1,1,0,0,0,0,0.0,1,0
Balochistan,Jaffarabad,150.0,20.0,0.0,0.0,10597,7,2,34,0,0,0,0,0,0,0.0,1,0
Balochistan,Kachhi,850.0,125.0,0.0,0.0,8199,4,2,41,1,0,0,1,0,0,0.0,1,0
Balochistan,Kachhi,3390.0,500.0,0.0,0.0,10209,9,1,32,1,1,1,1,1,0,0.0,1,0
Balochistan,Jaffarabad,175.0,25.0,0.0,0.0,8844,8,1,67,1,1,1,0,0,0,0.0,1,0
Balochistan,Jaffarabad,144.0,18.0,0.0,0.0,10340,11,4,51,1,1,1,1,1,0,0.0,1,0
KPK,Nowshera,1500.0,300.0,0.0,0.0,10636,4,1,80,1,0,0,0,1,1,0.0,1,0
Balochistan,Jaffarabad,215.0,24.0,0.0,0.0,14758,4,1,39,1,0,0,0,1,0,0.0,1,0
Balochistan,Usta Muhammad,85.0,10.0,0.0,0.0,6286,10,2,97,0,0,0,1,0,0,0.0,1,0
KPK,Charsadda,2250.0,200.0,0.0,0.0,16075,3,4,5,1,0,0,1,0,0,0.0,1,0
KPK,Charsadda,1000.0,115.0,0.0,0.0,8614,10,2,58,1,0,0,1,0,0,0.0,1,0
Balochistan,Usta Muhammad,120.0,15.0,0.0,0.0,9544,7,1,99,1,0,1,0,0,0,0.0,1,1
KPK,Nowshera,546.0,65.0,0.0,0.0,17455,3,1,17,1,0,1,0,1,1,0.0,1,0
Balochistan,Usta Muhammad,120.0,15.0,0.0,0.0,10842,3,3,23,1,0,0,0,1,0,0.0,1,0
Balochistan,Usta Muhammad,316.0,47.0,0.0,0.0,8131,8,2,90,0,0,0,0,1,1,0.0,1,0
KPK,Nowshera,1638.0,195.0,0.0,0.0,18812,4,1,46,1,0,1,0,1,0,0.0,1,1
Balochistan,Usta Muhammad,160.0,20.0,0.0,0.0,8520,4,4,7,0,1,0,0,1,0,0.0,1,0
Balochistan,Usta Muhammad,120.0,16.0,0.0,0.0,8231,3,4,62,0,1,0,0,1,0,0.0,1,0
Balochistan,Pishin,2315.0,240.0,0.0,0.0,12548,3,1,7,1,0,1,0,1,0,0.0,1,0
KPK,Nowshera,720.0,100.0,0.0,0.0,23038,6,1,15,1,1,1,0,1,0,0.0,1,0
Balochistan,Pishin,600.0,55.0,0.0,0.0,7921,7,1,30,1,0,1,0,0,0,0.0,1,0
KPK,Nowshera,4200.0,500.0,0.0,0.0,20233,6,4,20,1,1,1,1,0,0,0.0,1,0
KPK,Nowshera,1050.0,200.0,0.0,0.0,14815,8,1,67,1,1,1,1,0,1,0.0,1,0
Balochistan,Loralai,209.0,25.0,0.0,0.0,12438,10,2,86,0,0,0,1,0,0,0.0,1,0
Balochistan,Loralai,875.0,98.0,0.0,0.0,11888,4,3,54,1,1,1,1,0,0,0.0,1,0
Balochistan,Loralai,323.0,46.0,0.0,0.0,7513,3,3,50,1,1,0,0,1,0,0.0,1,0
Balochistan,Loralai,3413.0,447.0,0.0,0.0,8319,4,3,71,1,0,1,1,0,0,0.0,1,0
Balochistan,Usta Muhammad,75.0,10.0,0.0,0.0,12241,8,2,95,1,0,1,1,0,0,0.0,1,0
Balochistan,Jaffarabad,169.0,24.0,0.0,0.0,11831,6,1,49,0,0,1,0,0,0,0.0,1,0
Balochistan,Jaffarabad,150.0,20.0,0.0,0.0,9937,9,3,50,1,0,0,1,0,0,0.0,1,1
KPK,Charsadda,450.0,48.0,0.0,0.0,7588,4,4,3,0,0,1,1,0,1,0.0,1,0
KPK,Charsadda,4500.0,400.0,0.0,0.0,18159,3,1,64,1,0,1,0,0,0,0.0,1,0
KPK,Charsadda,2500.0,260.0,0.0,0.0,13516,7,4,46,1,1,1,0,0,1,0.0,1,0
KPK,Charsadda,3400.0,350.0,0.0,0.0,11004,11,3,81,1,0,1,1,0,0,0.0,1,0
KPK,Nowshera,3240.0,400.0,0.0,0.0,17823,8,2,22,1,0,1,0,1,0,0.0,1,0
KPK,Nowshera,6000.0,670.0,0.0,0.0,14929,8,3,52,0,1,1,1,0,0,0.0,1,0
KPK,Nowshera,2000.0,250.0,0.0,0.0,18648,3,3,37,1,0,1,1,1,0,0.0,1,0
KPK,Nowshera,7500.0,730.0,0.0,0.0,16313,3,1,60,1,1,0,1,1,0,0.0,1,0
KPK,Nowshera,8000.0,800.0,0.0,0.0,14995,6,1,67,1,0,1,1,0,0,0.0,1,0
KPK,Nowshera,2200.0,300.0,0.0,0.0,14541,4,3,48,0,1,1,0,1,0,0.0,1,0
Balochistan,Jaffarabad,140.0,20.0,0.0,0.0,10063,5,2,30,0,0,1,1,0,0,0.0,1,0
Balochistan,Jaffarabad,105.0,15.0,0.0,0.0,12045,8,4,88,1,1,0,0,1,0,0.0,1,0
Balochistan,Loralai,270.0,32.0,0.0,0.0,9069,3,4,97,1,0,1,1,0,0,0.0,1,0
KPK,Nowshera,4000.0,500.0,0.0,0.0,16829,4,2,43,0,0,1,1,0,0,0.0,1,0
KPK,Nowshera,1900.0,250.0,0.0,0.0,14566,6,1,10,0,0,0,0,1,0,0.0,1,0
Balochistan,Loralai,598.0,86.0,0.0,0.0,10290,8,3,71,1,0,1,1,0,0,0.0,1,0
KPK,Nowshera,2000.0,250.0,0.0,0.0,18268,5,3,80,1,0,0,0,1,0,0.0,1,0
Balochistan,Jaffarabad,201.0,29.0,0.0,0.0,7545,11,3,96,0,1,0,1,1,0,0.0,1,0
Balochistan,Loralai,480.0,37.0,0.0,0.0,16277,6,4,2,0,0,0,1,1,0,0.0,1,0
KPK,Nowshera,3000.0,600.0,0.0,0.0,13201,9,2,72,0,1,0,0,0,1,0.0,1,0
Balochistan,Nasirabad,128.0,21.0,44.0,7.0,6357,7,2,79,1,0,1,0,1,0,0.34375,4,0
Balochistan,Loralai,290.0,37.0,6.0,1.0,13474,8,3,67,1,0,1,0,0,1,0.020689655172413793,1,0
Balochistan,Loralai,3800.0,340.0,0.0,0.0,12374,11,3,84,1,1,1,1,1,0,0.0,1,1
Balochistan,Loralai,164.0,18.0,0.0,0.0,11872,11,2,98,0,0,0,1,1,1,0.0,1,0
Balochistan,Loralai,365.0,45.0,0.0,0.0,11885,8,4,46,1,1,0,0,0,0,0.0,1,0
Balochistan,Loralai,315.0,29.0,0.0,0.0,9963,4,1,41,0,0,1,1,1,1,0.0,1,0
Balochistan,Killa Saifullah,500.0,50.0,12.0,1.0,7308,11,3,4,0,0,0,1,0,0,0.024,1,0
Balochistan,Killa Saifullah,350.0,40.0,14.0,1.0,10227,4,2,87,1,1,0,1,0,0,0.04,1,0
Balochistan,Jaffarabad,230.0,30.0,40.0,5.0,7968,4,4,8,1,0,0,1,1,1,0.17391304347826086,2,0
Balochistan,Usta Muhammad,224.0,28.0,64.0,8.0,12925,4,1,10,1,0,1,0,0,0,0.2857142857142857,3,0
Balochistan,Jaffarabad,105.0,15.0,21.0,3.0,9558,9,2,5,1,0,1,1,0,0,0.2,2,0
Balochistan,Sibi,525.0,75.0,105.0,15.0,7523,6,3,74,0,0,1,1,1,0,0.2,2,0
Balochistan,Loralai,200.0,20.0,0.0,0.0,9035,10,2,90,1,1,1,1,0,1,0.0,1,0
Balochistan,Loralai,140.0,14.0,0.0,0.0,11238,10,4,80,1,1,0,0,1,0,0.0,1,0
Balochistan,Kachhi,1160.0,170.0,0.0,0.0,8308,3,3,59,1,0,0,1,1,0,0.0,1,0
KPK,Swat,1720.0,215.0,0.0,0.0,14755,3,2,58,1,0,1,1,0,0,0.0,1,0
Balochistan,Kachhi,950.0,140.0,340.0,50.0,10731,6,2,23,0,1,1,0,0,0,0.35789473684210527,4,0
Balochistan,Jaffarabad,160.0,20.0,40.0,5.0,10734,4,3,61,1,0,0,1,0,0,0.25,3,0
Balochistan,Kachhi,963.0,142.0,0.0,0.0,8479,5,3,17,1,0,0,1,0,1,0.0,1,0
Balochistan,Jaffarabad,720.0,110.0,70.0,10.0,8586,4,4,28,1,1,0,0,1,0,0.09722222222222222,1,0
Balochistan,Killa Saifullah,318.0,46.0,133.0,19.0,10696,11,3,18,0,0,1,1,1,0,0.41823899371069184,4,0
Balochistan,Kachhi,350.0,50.0,7.0,1.0,5655,8,4,52,0,1,1,1,0,0,0.02,1,0
Balochistan,Killa Saifullah,400.0,35.0,0.0,0.0,5777,9,2,58,1,0,1,1,1,0,0.0,1,0
Balochistan,Killa Saifullah,580.0,40.0,25.0,2.0,7844,8,3,41,1,0,0,1,1,1,0.04310344827586207,1,0
Balochistan,Jaffarabad,280.0,35.0,20.0,2.0,9359,3,4,75,1,0,1,1,0,0,0.07142857142857142,1,0
Balochistan,Jaffarabad,180.0,20.0,0.0,0.0,10932,7,2,98,1,0,1,0,0,1,0.0,1,0
Balochistan,Killa Saifullah,977.0,105.0,101.0,15.0,14426,5,1,79,1,1,0,1,1,0,0.10337768679631525,1,0
Balochistan,Killa Saifullah,1900.0,251.0,215.0,29.0,12572,10,2,1,1,0,1,1,0,0,0.11315789473684211,2,0
Balochistan,Loralai,5350.0,560.0,27.0,3.0,9520,9,3,97,1,0,0,0,0,0,0.005046728971962617,1,0
Balochistan,Loralai,6000.0,640.0,26.0,3.0,9942,11,4,73,1,0,0,0,0,1,0.004333333333333333,1,0
Balochistan,Loralai,4600.0,510.0,10.0,1.0,6992,3,1,17,1,0,1,1,0,0,0.002173913043478261,1,0
Balochistan,Killa Saifullah,2100.0,260.0,20.0,2.0,9944,4,4,79,1,0,1,0,1,0,0.009523809523809525,1,0
Balochistan,Killa Saifullah,4050.0,550.0,43.0,4.0,9134,4,4,4,1,0,0,1,1,1,0.010617283950617284,1,1
Balochistan,Kachhi,1021.0,150.0,0.0,0.0,10968,3,1,46,1,0,1,1,0,0,0.0,1,0
Balochistan,Kachhi,1700.0,250.0,0.0,0.0,7518,10,1,70,1,0,0,1,0,0,0.0,1,0
Balochistan,Kachhi,665.0,98.0,0.0,0.0,11558,6,4,6,1,0,0,1,1,0,0.0,1,0
Balochistan,Kachhi,577.0,85.0,0.0,0.0,14598,9,3,83,0,1,0,1,0,0,0.0,1,0
Balochistan,Kachhi,340.0,50.0,0.0,0.0,9673,3,1,23,1,0,1,1,0,1,0.0,1,0
Balochistan,Kachhi,1540.0,227.0,0.0,0.0,11205,10,3,94,1,0,0,1,1,0,0.0,1,0
KPK,Nowshera,1800.0,310.0,0.0,0.0,13703,10,1,1,1,0,0,1,0,0,0.0,1,0
KPK,Nowshera,4000.0,550.0,0.0,0.0,22322,5,4,73,0,0,1,0,1,0,0.0,1,0
Balochistan,Jaffarabad,91.0,13.0,21.0,3.0,10672,11,1,61,1,1,0,1,0,1,0.23076923076923078,3,0
Balochistan,Jaffarabad,220.0,30.0,50.0,7.0,10037,7,4,22,0,1,1,1,1,0,0.22727272727272727,3,0
KPK,Nowshera,8000.0,1300.0,0.0,0.0,17569,7,1,65,0,0,0,0,1,0,0.0,1,0
Balochistan,Jaffarabad,154.0,22.0,21.0,3.0,7680,7,1,57,1,1,1,1,0,0,0.13636363636363635,2,0
Balochistan,Nasirabad,195.0,30.0,0.0,0.0,10073,3,1,36,1,0,1,1,1,0,0.0,1,0
Balochistan,Jaffarabad,3640.0,450.0,360.0,45.0,11493,4,2,25,1,0,1,0,0,1,0.0989010989010989,1,0
KPK,Nowshera,7000.0,1300.0,0.0,0.0,13446,3,1,16,0,0,0,0,0,0,0.0,1,0
KPK,Nowshera,8000.0,1000.0,0.0,0.0,9642,4,2,26,1,1,1,1,1,0,0.0,1,0
Balochistan,Nasirabad,120.0,20.0,0.0,0.0,16459,11,3,92,1,0,1,0,1,0,0.0,1,0
Balochistan,Nasirabad,90.0,12.0,12.0,2.0,7697,11,3,5,1,0,0,0,0,0,0.13333333333333333,2,0
KPK,Chitral - Upper,885.0,128.0,38.0,4.0,19037,7,1,22,0,1,1,1,1,0,0.04293785310734463,1,0
KPK,Chitral - Upper,625.0,90.0,0.0,0.0,16855,6,3,14,1,1,1,1,0,0,0.0,1,0
Balochistan,Nasirabad,180.0,30.0,30.0,5.0,16569,4,1,73,1,1,1,1,0,0,0.16666666666666666,2,0
Balochistan,Nasirabad,450.0,80.0,90.0,15.0,7575,8,2,78,1,0,1,0,1,0,0.2,2,0
Balochistan,Nasirabad,167.0,24.0,0.0,0.0,7480,11,3,80,1,1,1,0,0,0,0.0,1,0
Balochistan,Nasirabad,161.0,23.0,42.0,6.0,8201,10,4,94,0,0,0,0,0,0,0.2608695652173913,3,0
Balochistan,Nasirabad,140.0,20.0,0.0,0.0,3628,6,1,96,0,1,1,1,1,0,0.0,1,0
Balochistan,Kachhi,5220.0,770.0,237.0,35.0,8422,8,1,70,1,0,0,1,1,0,0.045402298850574715,1,0
Balochistan,Jaffarabad,120.0,15.0,32.0,4.0,7722,11,3,17,1,0,0,1,0,0,0.26666666666666666,3,0
Balochistan,Nasirabad,300.0,50.0,57.0,6.0,10451,6,3,1,1,0,0,1,0,0,0.19,2,1
Balochistan,Nasirabad,84.0,12.0,14.0,2.0,11025,11,3,18,0,0,1,0,1,0,0.16666666666666666,2,0
Balochistan,Jaffarabad,175.0,25.0,21.0,3.0,15628,10,1,75,1,0,0,1,0,0,0.12,2,0
Balochistan,Sohbat pur,220.0,25.0,12.0,2.0,12851,5,4,11,1,1,1,1,1,0,0.05454545454545454,1,0
KPK,Chitral - Upper,600.0,80.0,15.0,3.0,18770,11,1,92,1,1,1,1,0,0,0.025,1,0
KPK,Chitral - Upper,290.0,45.0,0.0,0.0,17744,7,1,12,1,0,1,0,1,0,0.0,1,0
Balochistan,Sohbat pur,198.0,22.0,90.0,10.0,11475,3,2,34,0,1,1,1,1,0,0.45454545454545453,5,0
Balochistan,Kachhi,485.0,70.0,48.0,7.0,6039,10,1,80,1,0,1,1,0,0,0.09896907216494845,1,0
Balochistan,Sohbat pur,99.0,9.0,30.0,3.0,15494,7,1,74,1,0,1,0,1,0,0.30303030303030304,3,0
KPK,Chitral - Upper,420.0,60.0,0.0,0.0,13330,7,1,8,1,1,0,1,1,0,0.0,1,0
Balochistan,Nasirabad,250.0,30.0,50.0,7.0,8592,4,4,90,1,0,1,1,0,0,0.2,2,0
Balochistan,Kachhi,1895.0,280.0,405.0,60.0,4860,11,3,42,0,0,0,1,1,0,0.21372031662269128,2,0
Balochistan,Kachhi,825.0,120.0,80.0,10.0,14061,8,1,14,0,0,1,1,1,0,0.09696969696969697,1,0
Balochistan,Kachhi,474.0,70.0,0.0,0.0,9656,5,2,51,0,0,0,1,0,0,0.0,1,0
Balochistan,Loralai,175.0,22.0,0.0,0.0,13713,9,2,9,0,0,1,1,1,0,0.0,1,0
Balochistan,Loralai,5000.0,500.0,19.0,2.0,5216,4,3,83,1,0,1,0,1,0,0.0038,1,0
Balochistan,Kachhi,255.0,38.0,0.0,0.0,8201,9,2,98,0,0,1,1,0,1,0.0,1,0
Balochistan,Kachhi,8818.0,1300.0,0.0,0.0,10015,4,2,38,0,1,1,0,1,0,0.0,1,0
Balochistan,Nasirabad,195.0,30.0,40.0,5.0,10140,7,4,29,1,0,0,1,1,1,0.20512820512820512,2,0
Balochistan,Nasirabad,3360.0,480.0,100.0,15.0,8649,11,1,29,0,0,1,0,0,0,0.02976190476190476,1,0
Balochistan,Nasirabad,224.0,35.0,58.0,7.0,11868,11,1,28,1,0,0,1,1,0,0.25892857142857145,3,0
Balochistan,Nasirabad,88.0,12.0,50.0,6.0,6797,8,1,88,0,0,0,1,0,1,0.5681818181818182,6,1
Balochistan,Nasirabad,550.0,77.0,35.0,5.0,9572,5,1,92,1,0,0,1,1,0,0.06363636363636363,1,0
Balochistan,Nasirabad,200.0,30.0,45.0,5.0,10360,6,1,76,1,0,1,1,0,0,0.225,3,0
Balochistan,Sohbat pur,210.0,30.0,35.0,5.0,11543,6,2,83,1,0,1,1,1,1,0.16666666666666666,2,0
Balochistan,Sohbat pur,364.0,52.0,0.0,0.0,12134,11,4,6,0,0,0,0,0,1,0.0,1,0
KPK,Nowshera,400.0,60.0,0.0,0.0,15508,6,1,2,0,0,1,0,1,0,0.0,1,0
KPK,Nowshera,350.0,60.0,0.0,0.0,16141,6,2,53,0,0,1,1,1,0,0.0,1,0
KPK,Chitral - Upper,1200.0,150.0,0.0,0.0,19605,7,3,31,1,0,1,0,1,0,0.0,1,0
KPK,Dir Upper,3220.0,510.0,50.0,8.0,18930,8,2,37,1,1,1,1,1,0,0.015527950310559006,1,0
Balochistan,Sohbat pur,357.0,51.0,40.0,5.0,7754,10,4,56,0,1,1,1,1,0,0.11204481792717087,2,0
KPK,D.I.Khan,3202.0,420.0,0.0,0.0,8511,3,1,93,1,0,0,1,1,0,0.0,1,0
KPK,D.I.Khan,2557.0,350.0,0.0,0.0,17763,7,1,40,1,0,0,1,1,0,0.0,1,0
KPK,D.I.Khan,1023.0,140.0,0.0,0.0,17116,11,1,12,1,0,1,1,0,0,0.0,1,0
KPK,D.I.Khan,1562.0,200.0,0.0,0.0,15767,6,4,55,1,0,0,0,0,0,0.0,1,0
KPK,Chitral - Upper,1340.0,254.0,0.0,0.0,9809,10,3,97,1,1,0,0,1,0,0.0,1,0
KPK,Chitral - Upper,1230.0,214.0,0.0,0.0,12669,11,3,57,0,0,1,1,0,0,0.0,1,0
KPK,Chitral - Upper,1000.0,164.0,0.0,0.0,11499,3,2,45,1,1,0,1,1,0,0.0,1,0
KPK,Chitral - Upper,800.0,130.0,0.0,0.0,8954,10,2,25,0,0,0,1,1,0,0.0,1,0
KPK,Chitral - Upper,680.0,107.0,0.0,0.0,14991,10,1,42,0,1,0,0,1,0,0.0,1,0
KPK,Chitral - Upper,810.0,126.0,0.0,0.0,12606,7,1,18,0,1,1,0,0,0,0.0,1,0
KPK,Chitral - Upper,661.0,101.0,0.0,0.0,22875,4,1,30,0,0,1,1,1,0,0.0,1,0
KPK,Chitral - Upper,508.0,79.0,0.0,0.0,14493,9,2,18,1,0,0,1,0,1,0.0,1,0
KPK,Chitral - Upper,1050.0,150.0,0.0,0.0,18881,7,1,7,1,0,1,1,0,0,0.0,1,0
KPK,Chitral - Upper,992.0,156.0,0.0,0.0,10292,7,2,79,1,0,1,0,0,1,0.0,1,0
KPK,Chitral - Upper,321.0,51.0,0.0,0.0,13409,8,2,30,1,1,1,1,1,0,0.0,1,0
KPK,Chitral - Upper,662.0,105.0,0.0,0.0,15290,10,4,5,1,0,1,1,0,0,0.0,1,0
KPK,Chitral - Upper,396.0,62.0,0.0,0.0,12275,3,1,69,1,0,0,1,1,0,0.0,1,0
KPK,Chitral - Upper,381.0,53.0,0.0,0.0,13733,5,1,33,1,1,1,0,0,1,0.0,1,0
Balochistan,Killa Saifullah,2670.0,350.0,180.0,16.0,14507,9,2,6,1,0,1,0,1,0,0.06741573033707865,1,0
Balochistan,Killa Saifullah,3300.0,300.0,45.0,5.0,10222,11,2,48,1,0,1,0,0,0,0.013636363636363636,1,0
KPK,Chitral - Upper,316.0,49.0,0.0,0.0,20565,4,2,4,1,0,1,1,0,0,0.0,1,0
KPK,Chitral - Upper,390.0,55.0,109.0,15.0,16134,6,4,13,1,0,0,0,1,0,0.2794871794871795,3,0
Balochistan,Killa Saifullah,950.0,100.0,40.0,3.0,4889,6,4,26,1,0,1,1,0,1,0.042105263157894736,1,0
Balochistan,Sohbat pur,160.0,20.0,120.0,15.0,9833,9,2,49,0,0,1,0,0,1,0.75,7,1
Balochistan,Sohbat pur,511.0,73.0,28.0,4.0,11152,7,4,20,1,0,0,0,1,0,0.0547945205479452,1,0
Balochistan,Sohbat pur,366.0,50.0,56.0,8.0,9901,7,4,32,1,0,1,0,0,0,0.15300546448087432,2,0
Balochistan,Sohbat pur,738.0,125.0,36.0,6.0,3797,9,3,96,0,0,1,1,1,0,0.04878048780487805,1,0
Balochistan,Jaffarabad,147.0,21.0,16.0,2.0,9732,4,1,65,1,0,1,1,1,1,0.10884353741496598,1,0
Balochistan,Jaffarabad,105.0,15.0,16.0,2.0,6086,10,2,89,1,0,0,0,1,0,0.1523809523809524,2,0
Balochistan,Jaffarabad,287.0,41.0,0.0,0.0,12009,8,3,89,1,1,1,1,1,0,0.0,1,0
Balochistan,Jaffarabad,240.0,30.0,24.0,3.0,11099,7,3,53,0,0,1,1,1,1,0.1,1,0
Balochistan,Jaffarabad,192.0,24.0,24.0,3.0,7180,3,4,65,1,1,0,1,0,0,0.125,2,0
Balochistan,Jaffarabad,210.0,30.0,56.0,8.0,8458,4,2,3,0,0,0,0,0,1,0.26666666666666666,3,0
Balochistan,Sohbat pur,224.0,32.0,0.0,0.0,6822,8,4,21,1,1,0,0,0,0,0.0,1,0
Balochistan,Sohbat pur,665.0,95.0,0.0,0.0,9811,8,3,43,1,1,1,1,1,0,0.0,1,0
Balochistan,Sohbat pur,91.0,13.0,0.0,0.0,12865,11,3,25,1,1,1,0,1,0,0.0,1,0
Balochistan,Sohbat pur,318.0,53.0,0.0,0.0,7042,8,3,85,1,1,0,1,0,0,0.0,1,0
KPK,Nowshera,4500.0,550.0,0.0,0.0,15277,3,1,67,1,0,1,0,1,0,0.0,1,0
KPK,Chitral - Upper,420.0,60.0,64.0,7.0,15405,9,2,93,0,0,1,0,1,1,0.1523809523809524,2,0
KPK,Chitral - Upper,716.0,110.0,0.0,0.0,10658,5,1,35,0,0,0,1,1,0,0.0,1,0
KPK,Chitral - Upper,306.0,44.0,0.0,0.0,14072,10,3,86,0,1,1,0,0,0,0.0,1,0
KPK,Chitral - Upper,269.0,39.0,0.0,0.0,14276,8,3,23,1,1,1,1,0,1,0.0,1,0
KPK,Chitral - Upper,794.0,115.0,5.0,1.0,12512,5,3,13,1,0,1,1,1,0,0.006297229219143577,1,0
KPK,Chitral - Upper,215.0,31.0,5.0,1.0,15064,5,1,98,0,1,1,1,1,0,0.023255813953488372,1,0
KPK,Chitral - Upper,280.0,35.0,0.0,0.0,13712,10,4,23,0,1,0,1,0,1,0.0,1,0
KPK,Chitral - Upper,210.0,30.0,0.0,0.0,15239,8,2,63,1,1,1,1,1,0,0.0,1,0
KPK,Chitral - Upper,287.0,41.0,0.0,0.0,15364,4,4,99,0,0,1,0,0,1,0.0,1,0
KPK,Chitral - Upper,381.0,63.0,0.0,0.0,12132,5,4,83,1,0,1,1,0,0,0.0,1,0
Balochistan,Jaffarabad,350.0,50.0,35.0,5.0,9663,8,3,15,0,0,1,0,1,0,0.1,1,0
KPK,Nowshera,4000.0,520.0,0.0,0.0,15232,9,1,79,1,0,1,0,1,0,0.0,1,0
KPK,Chitral - Upper,573.0,81.0,0.0,0.0,18552,6,4,26,1,1,1,1,1,0,0.0,1,0
Balochistan,Jaffarabad,350.0,50.0,20.0,3.0,12272,10,1,67,0,0,1,1,0,1,0.05714285714285714,1,0
KPK,Charsadda,460.0,50.0,0.0,0.0,13014,5,1,81,1,0,1,1,0,0,0.0,1,1
KPK,Charsadda,1530.0,305.0,0.0,0.0,16197,8,1,94,0,1,0,0,1,0,0.0,1,0
Balochistan,Loralai,1975.0,235.0,0.0,0.0,9174,9,2,61,0,0,1,1,1,0,0.0,1,0
Balochistan,Loralai,1600.0,229.0,0.0,0.0,3094,10,4,28,1,0,1,1,1,1,0.0,1,0
